Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2022,California,San Joaquin,Surgical Site Infections (SSI),All procedures,030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",395,1,1.29,0.78,0.04,3.82,Same,No,,
2022,California,San Joaquin,Surgical Site Infections (SSI),Appendix surgery,030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",25,0,0.05,,,,,,,
2022,California,San Joaquin,Surgical Site Infections (SSI),Cesarean section,030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",93,0,0.18,,,,,,,
2022,California,San Joaquin,Surgical Site Infections (SSI),Colon surgery,030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",6,0,0.12,,,,,,4.02,
2022,California,San Joaquin,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",26,0,0.16,,,,,,,
2022,California,San Joaquin,Surgical Site Infections (SSI),Gallbladder surgery,030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",64,0,0.12,,,,,,,
2022,California,San Joaquin,Surgical Site Infections (SSI),Gastric surgery,030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",107,0,0.27,0,0,13.61,Same,Yes,,¥ See Data Dictionary
2022,California,San Joaquin,Surgical Site Infections (SSI),Hip prosthesis,030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",7,0,0.05,,,,,,0,
2022,California,San Joaquin,Surgical Site Infections (SSI),"Hysterectomy, abdominal",030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",15,0,0.13,,,,,,,
2022,California,San Joaquin,Surgical Site Infections (SSI),"Hysterectomy, vaginal",030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",7,0,0.03,,,,,,,
2022,California,San Joaquin,Surgical Site Infections (SSI),Knee prosthesis,030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",17,0,0.04,,,,,,0,
2022,California,San Joaquin,Surgical Site Infections (SSI),Open reduction of fracture,030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",21,0,0.09,,,,,,8.85,
2022,California,San Joaquin,Surgical Site Infections (SSI),Ovarian surgery,030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",5,0,0,,,,,,,
2022,California,San Joaquin,Surgical Site Infections (SSI),Small bowel surgery,030000118,Doctors Hospital Of Manteca,Acute Care Hospital,"Community, <125 Beds",2,1,0.04,,,,,,0,
2022,California,Calaveras,Surgical Site Infections (SSI),All procedures,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,73,1,0.68,1.48,0.04,8.25,Same,No,,¥ See Data Dictionary
2022,California,Calaveras,Surgical Site Infections (SSI),Appendix surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,2,0,0.01,,,,,,,
2022,California,Calaveras,Surgical Site Infections (SSI),Colon surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,6,0,0.14,,,,,,,
2022,California,Calaveras,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,6,0,0.04,,,,,,,
2022,California,Calaveras,Surgical Site Infections (SSI),Gallbladder surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,7,0,0.02,,,,,,,
2022,California,Calaveras,Surgical Site Infections (SSI),Gastric surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,6,0,0.08,,,,,,,
2022,California,Calaveras,Surgical Site Infections (SSI),Hip prosthesis,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,14,1,0.1,,,,,,,
2022,California,Calaveras,Surgical Site Infections (SSI),Knee prosthesis,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,6,0,0.03,,,,,,,
2022,California,Calaveras,Surgical Site Infections (SSI),Open reduction of fracture,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,17,0,0.13,,,,,,,
2022,California,Calaveras,Surgical Site Infections (SSI),Ovarian surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,1,0,0,,,,,,,
2022,California,Calaveras,Surgical Site Infections (SSI),Small bowel surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,6,0,0.12,,,,,,,
2022,California,Calaveras,Surgical Site Infections (SSI),Spleen surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,2,0,0.01,,,,,,,
2022,California,El Dorado,Surgical Site Infections (SSI),All procedures,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",740,2,3.96,0.51,0.09,1.67,Same,Yes,,
2022,California,El Dorado,Surgical Site Infections (SSI),Appendix surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",38,0,0.1,,,,,,,
2022,California,El Dorado,Surgical Site Infections (SSI),Cesarean section,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",96,0,0.13,,,,,,,
2022,California,El Dorado,Surgical Site Infections (SSI),Colon surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",39,1,1.17,0.85,0.04,4.21,Same,No,2.66,
2022,California,El Dorado,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",15,0,0.09,,,,,,3.91,
2022,California,El Dorado,Surgical Site Infections (SSI),Gallbladder surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",58,0,0.23,0,0,15.83,Same,Yes,0,¥ See Data Dictionary
2022,California,El Dorado,Surgical Site Infections (SSI),Gastric surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",16,0,0.09,,,,,,,
2022,California,El Dorado,Surgical Site Infections (SSI),Hip prosthesis,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",141,1,0.72,1.38,0.04,7.71,Same,No,4.3,¥ See Data Dictionary
2022,California,El Dorado,Surgical Site Infections (SSI),"Hysterectomy, abdominal",030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.04,,,,,,,
2022,California,El Dorado,Surgical Site Infections (SSI),Kidney surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0,0.01,,,,,,,
2022,California,El Dorado,Surgical Site Infections (SSI),Knee prosthesis,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",131,0,0.47,0,0,7.9,Same,Yes,0,¥ See Data Dictionary
2022,California,El Dorado,Surgical Site Infections (SSI),Laminectomy,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",22,0,0.07,,,,,,,
2022,California,El Dorado,Surgical Site Infections (SSI),Open reduction of fracture,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",94,0,0.47,0,0,7.8,Same,Yes,1.41,¥ See Data Dictionary
2022,California,El Dorado,Surgical Site Infections (SSI),Ovarian surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",6,0,0,,,,,,,
2022,California,El Dorado,Surgical Site Infections (SSI),Pacemaker surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",55,0,0.09,,,,,,,
2022,California,El Dorado,Surgical Site Infections (SSI),Rectal surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",3,0,0.07,,,,,,6.14,
2022,California,El Dorado,Surgical Site Infections (SSI),Small bowel surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",7,0,0.13,,,,,,0,
2022,California,El Dorado,Surgical Site Infections (SSI),Spinal fusion,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",11,0,0.06,,,,,,0,
2022,California,El Dorado,Surgical Site Infections (SSI),Thoracic surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,,,,,,,
2022,California,Stanislaus,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,10,0,0.07,,,,,,,
2022,California,Stanislaus,Surgical Site Infections (SSI),All procedures,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,4112,24,29.24,0.82,0.54,1.2,Same,No,,
2022,California,Stanislaus,Surgical Site Infections (SSI),Appendix surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,109,0,0.63,0,0,5.85,Same,Yes,0,¥ See Data Dictionary
2022,California,Stanislaus,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,17,0,0.32,0,0,11.53,Same,Yes,0,¥ See Data Dictionary
2022,California,Stanislaus,Surgical Site Infections (SSI),Cardiac surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,91,2,0.56,3.59,0.44,12.97,Same,No,0,¥ See Data Dictionary
2022,California,Stanislaus,Surgical Site Infections (SSI),Cesarean section,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,1003,1,2.12,0.47,0.02,2.33,Same,Yes,0.72,
2022,California,Stanislaus,Surgical Site Infections (SSI),Colon surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,168,3,4.9,0.61,0.16,1.67,Same,Yes,0.24,
2022,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,222,4,1.7,2.36,0.75,5.69,Same,No,,
2022,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,11,0,0.09,,,,,,,
2022,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,362,4,2.2,1.82,0.58,4.39,Same,No,0,
2022,California,Stanislaus,Surgical Site Infections (SSI),Gallbladder surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,250,0,0.83,0,0,4.47,Same,Yes,0,¥ See Data Dictionary
2022,California,Stanislaus,Surgical Site Infections (SSI),Gastric surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,208,0,0.89,0,0,4.13,Same,Yes,0,¥ See Data Dictionary
2022,California,Stanislaus,Surgical Site Infections (SSI),Hip prosthesis,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,182,4,1.98,2.02,0.64,4.87,Same,No,1.38,
2022,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, abdominal",030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,84,0,0.69,0,0,5.35,Same,Yes,1.35,¥ See Data Dictionary
2022,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, vaginal",030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,19,0,0.14,,,,,,0,
2022,California,Stanislaus,Surgical Site Infections (SSI),Kidney surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,15,0,0.05,,,,,,,
2022,California,Stanislaus,Surgical Site Infections (SSI),Knee prosthesis,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,138,2,0.85,2.36,0.29,8.54,Same,No,0.67,¥ See Data Dictionary
2022,California,Stanislaus,Surgical Site Infections (SSI),Laminectomy,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,265,1,1.24,0.8,0.04,3.97,Same,No,0,
2022,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,371,2,2.86,0.7,0.12,2.31,Same,Yes,1.3,
2022,California,Stanislaus,Surgical Site Infections (SSI),Ovarian surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,52,0,0.04,,,,,,,
2022,California,Stanislaus,Surgical Site Infections (SSI),Rectal surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,32,0,0.64,0,0,5.73,Same,Yes,0,¥ See Data Dictionary
2022,California,Stanislaus,Surgical Site Infections (SSI),Small bowel surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,232,1,4.68,0.21,0.01,1.05,Same,Yes,0.61,
2022,California,Stanislaus,Surgical Site Infections (SSI),Spinal fusion,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,144,0,1.29,0,0,2.32,Same,Yes,0.7,
2022,California,Stanislaus,Surgical Site Infections (SSI),Spleen surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,5,0,0.04,,,,,,,
2022,California,Stanislaus,Surgical Site Infections (SSI),Thoracic surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,122,0,0.45,0,0,8.27,Same,Yes,0,¥ See Data Dictionary
2022,California,Stanislaus,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,6,0,0.04,,,,,,,
2022,California,Stanislaus,Surgical Site Infections (SSI),All procedures,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,4298,42,42.44,0.99,0.72,1.33,Same,No,,
2022,California,Stanislaus,Surgical Site Infections (SSI),Appendix surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,170,1,1.11,0.9,0.05,4.46,Same,No,0,
2022,California,Stanislaus,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,37,1,0.99,1.01,0.03,5.61,Same,No,0,¥ See Data Dictionary
2022,California,Stanislaus,Surgical Site Infections (SSI),Cardiac surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,122,0,1.26,0,0,2.39,Same,Yes,0,
2022,California,Stanislaus,Surgical Site Infections (SSI),Cesarean section,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,469,2,1.09,1.84,0.31,6.09,Same,No,3.75,
2022,California,Stanislaus,Surgical Site Infections (SSI),Colon surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,176,12,5.52,2.17,1.18,3.7,Worse,No,1.26,
2022,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,116,0,1.55,0,0,1.93,Same,Yes,,
2022,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,6,0,0.08,,,,,,,
2022,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,330,2,3.07,0.65,0.11,2.16,Same,Yes,0.37,
2022,California,Stanislaus,Surgical Site Infections (SSI),Gallbladder surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,395,1,2.29,0.44,0.02,2.15,Same,Yes,1.27,
2022,California,Stanislaus,Surgical Site Infections (SSI),Gastric surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,360,2,1.94,1.03,0.17,3.4,Same,No,1.67,
2022,California,Stanislaus,Surgical Site Infections (SSI),Hip prosthesis,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,290,1,3.28,0.3,0.02,1.5,Same,Yes,0.62,
2022,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, abdominal",030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,15,0,0.12,,,,,,1.92,
2022,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, vaginal",030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,4,0,0.03,,,,,,,
2022,California,Stanislaus,Surgical Site Infections (SSI),Kidney surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,26,1,0.09,,,,,,,
2022,California,Stanislaus,Surgical Site Infections (SSI),Knee prosthesis,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,255,0,1.57,0,0,1.91,Same,Yes,0,
2022,California,Stanislaus,Surgical Site Infections (SSI),Laminectomy,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,157,0,0.79,0,0,4.69,Same,Yes,0,¥ See Data Dictionary
2022,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,265,4,2.68,1.49,0.47,3.6,Same,No,0.87,
2022,California,Stanislaus,Surgical Site Infections (SSI),Ovarian surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,22,0,0.03,,,,,,,
2022,California,Stanislaus,Surgical Site Infections (SSI),Pacemaker surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,135,0,0.24,0,0,15.5,Same,Yes,0,¥ See Data Dictionary
2022,California,Stanislaus,Surgical Site Infections (SSI),Rectal surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,20,0,0.38,0,0,9.61,Same,Yes,3.8,¥ See Data Dictionary
2022,California,Stanislaus,Surgical Site Infections (SSI),Small bowel surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,399,5,8.21,0.61,0.22,1.35,Same,Yes,1.41,
2022,California,Stanislaus,Surgical Site Infections (SSI),Spinal fusion,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,298,10,5.08,1.97,1,3.51,Same,No,0.55,
2022,California,Stanislaus,Surgical Site Infections (SSI),Spleen surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,16,0,0.13,,,,,,,
2022,California,Stanislaus,Surgical Site Infections (SSI),Thoracic surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,209,0,0.87,0,0,4.27,Same,Yes,0,¥ See Data Dictionary
2022,California,Sacramento,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,030000124,Mercy General Hospital,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,,
2022,California,Sacramento,Surgical Site Infections (SSI),All procedures,030000124,Mercy General Hospital,Acute Care Hospital,Major Teaching,4068,11,29.14,0.38,0.2,0.66,Better,Yes,,
2022,California,Sacramento,Surgical Site Infections (SSI),Appendix surgery,030000124,Mercy General Hospital,Acute Care Hospital,Major Teaching,54,0,0.26,0,0,14.3,Same,Yes,0,¥ See Data Dictionary
